@relation 'resume_p2final-weka.filters.unsupervised.attribute.Remove-R1,3,5,6,7,9-weka.filters.unsupervised.attribute.NumericToNominal-R4'

@attribute salary_last numeric
@attribute workmonth numeric
@attribute salary_exp numeric
@attribute position {1,2,3,4,5}

@data
4001,54,6000,4
2001,17,4001,3
4001,8,4500,3
4001,22,4001,3
6001,5,6001,3
4001,35,4500,3
2001,5,4001,3
2001,8,2001,2
4001,32,4001,3
4001,50,4001,3
2001,24,4001,3
2001,138,2001,3
2001,6,2001,3
4001,10,6001,3
4001,4,4500,3
4001,52,6000,3
2001,4,4001,3
2001,16,2001,3
4001,64,4001,3
4001,15,4001,3
2001,13,2001,2
2001,51,4001,3
2001,10,2001,3
2001,11,4001,3
4001,6,2001,3
4001,1,4001,3
2001,41,2001,3
4001,46,6001,3
2001,6,4001,3
4001,41,6001,3
8001,20,10001,3
4001,8,4001,3
10001,58,10001,3
4001,52,8001,3
4001,24,6001,3
8001,101,10001,3
6001,151,6001,3
6001,83,8000,3
6001,55,10001,3
4001,33,4001,3
2001,16,2001,3
4001,60,4001,3
4001,51,6001,3
2001,98,4001,3
8001,79,15000,3
2001,14,2001,3
6001,37,6001,3
10001,148,10001,3
10001,86,10001,3
2001,75,2001,3
2001,10,2001,3
2001,15,10001,3
2001,9,2001,3
6001,17,6001,3
6001,51,8001,3
10001,63,15000,3
4001,18,4001,2
4001,72,4001,3
4001,12,4001,3
4001,27,6001,3
8001,19,8001,3
2001,130,4001,3
4001,24,4001,3
15000,38,10001,3
6001,27,6001,3
6001,54,10001,3
10001,43,8001,3
4001,60,4001,3
4001,58,4001,2
4001,160,8000,4
14000,102,15000,4
4001,30,2001,3
2001,11,3000,3
4001,28,4001,3
6001,45,10000,3
10001,35,8000,3
4001,64,4500,3
4001,133,2001,3
4001,25,2001,3
10001,85,10001,4
2001,33,4001,3
2001,12,2001,3
4001,16,8001,3
8001,84,6001,3
4001,4,2001,2
2001,2,2001,3
2001,60,2001,3
2001,15,4001,3
2001,27,4001,3
6001,27,8001,3
8001,39,8001,3
15000,124,15000,3
2001,29,2001,3
2001,7,2001,3
4001,4,4001,3
2001,16,4001,3
2001,2,2001,3
4001,23,2001,3
2001,20,2001,2
2001,28,2001,3
4001,103,4001,3
2001,31,2001,3
6001,14,8001,3
4001,19,4001,3
4001,39,4001,3
2001,39,2001,3
2001,21,2001,3
6001,39,4001,3
4001,13,4001,3
2001,2,2001,3
2001,28,2001,3
4001,19,8001,3
4001,7,6000,3
8001,21,10001,3
10001,51,10001,3
4001,5,6001,3
2001,7,2001,2
4001,46,4001,3
4001,7,4001,3
8001,21,8000,3
2001,27,2001,3
2001,16,4001,3
2001,1,2001,3
10001,34,10001,3
10001,31,10001,3
2001,21,2001,3
2001,6,2001,3
2001,35,4001,3
2001,11,6001,3
6001,57,8001,3
6001,30,6001,3
2001,7,2001,3
4001,18,6001,3
8001,31,4001,3
6001,43,6001,3
2001,6,2001,3
2001,34,2001,3
2001,9,2001,2
2001,1,2001,3
4001,39,4001,4
2001,10,2001,3
4001,17,2001,3
2001,9,2001,3
4001,15,4001,3
4001,31,6001,3
4001,15,4001,3
2001,47,4001,3
2001,20,4001,3
6001,140,8001,3
6001,58,8001,3
4001,38,6001,3
4001,18,4001,3
4001,40,6001,3
4001,75,2001,3
4001,17,4001,3
4001,79,4001,3
4001,13,6001,3
4001,39,6001,3
4001,16,4001,3
4001,30,6001,3
10001,111,10001,3
2001,15,2001,3
2001,16,2001,3
8001,8,6001,3
6001,109,10001,3
8001,40,8001,3
4001,88,4001,3
2001,4,2001,3
4001,10,4001,3
4001,117,4001,3
4001,134,4001,3
2001,53,4001,3
2001,2,2001,3
4001,68,4001,3
6001,36,10001,3
15000,30,15000,3
8001,113,6001,4
6001,41,6001,3
2001,33,2001,3
4001,89,4001,3
2001,23,4001,3
8001,119,10001,3
4001,47,4001,3
4001,93,6001,3
4001,55,2001,2
2001,14,4001,3
4001,48,4001,3
6001,87,6001,3
4001,64,8001,3
6001,210,6001,3
2001,3,4001,3
4001,6,4001,3
10001,69,10001,3
2001,5,2001,3
4001,40,4001,3
2001,6,2001,3
2001,9,2001,3
4001,22,4001,3
2001,15,2001,3
4001,144,6001,3
2001,4,2001,3
4001,10,6001,3
6001,12,4001,3
4001,58,10001,4
2001,11,2001,3
6001,63,8001,3
10001,70,10001,3
2001,8,2001,3
2001,16,4001,3
2001,3,2001,3
4001,24,4001,3
4001,39,2001,3
2001,146,4001,3
6001,2,4001,3
6001,171,4001,3
6001,92,8001,3
4001,80,4500,3
4001,22,4001,3
4001,92,4001,3
4001,83,6000,3
8001,43,10001,3
4001,26,6001,3
2001,12,2001,3
6001,151,6001,3
2001,30,4001,3
8001,77,6001,3
4001,36,4001,3
2001,21,2001,2
2001,44,2001,3
2001,65,2001,3
2001,193,2001,3
2001,61,4001,2
2001,19,3000,3
2001,33,2001,3
8001,52,8001,3
2001,5,2001,3
4001,3,4001,3
10001,16,6001,3
4001,10,6001,3
10001,83,8001,4
2001,75,2001,3
2001,102,4001,3
4001,145,6001,3
2001,4,2001,2
2001,6,2001,3
4001,7,2001,3
2001,39,4001,3
4001,9,2001,3
2001,102,2001,2
2001,0,2001,3
8001,127,8001,4
6001,147,6001,4
2001,2,2001,3
2001,16,4001,3
2001,23,2001,3
2001,44,2001,3
4001,59,6001,3
4001,73,4001,3
4001,38,4001,3
4001,5,2001,3
4001,34,2001,3
2001,25,4001,3
2001,50,4001,3
15000,91,6001,3
4001,62,4001,3
8001,108,4001,3
2001,15,2001,3
4001,31,4001,3
4001,51,6001,3
2001,41,4001,3
4001,3,4001,3
2001,9,2001,2
6001,147,10001,4
6001,56,6001,3
2001,3,2001,3
4001,98,4001,3
4001,75,4001,3
8001,280,8001,3
4001,16,2001,3
2001,20,4001,3
4001,38,8000,3
2001,25,2001,3
2001,33,2001,3
2001,12,2001,3
2001,58,4001,3
2001,16,2001,3
4001,45,4001,3
2001,47,4001,3
2001,39,4001,3
4001,43,4001,3
2001,6,2001,3
4001,50,4001,3
2001,18,2001,3
2001,43,2001,3
10001,26,8001,3
6001,193,10001,4
4001,15,4001,3
6001,25,4001,3
15000,16,2001,3
2001,22,2001,3
2001,17,2001,3
4001,33,4001,3
8001,64,10001,3
6001,42,6001,3
2001,0,4001,3
4001,154,4001,3
2001,51,4001,3
4001,97,4001,3
4001,46,4001,3
4001,0,4000,3
2001,15,2001,2
15000,27,15000,3
4001,6,4001,3
4001,40,4001,3
2001,72,4500,3
4001,21,4001,3
4001,11,4001,3
8001,25,10001,3
2001,49,2001,3
2001,41,2001,3
4001,70,4001,3
4001,57,4001,3
2001,30,4001,3
4001,41,4001,3
4001,41,4001,3
4001,37,6001,3
4001,18,4001,2
8001,13,8001,3
8001,107,15000,3
4001,20,4001,3
2001,14,2001,3
8001,102,15000,3
6001,26,6001,3
2001,26,2001,3
4001,28,4001,3
4001,19,4001,3
4001,10,6001,3
2001,9,4001,3
6001,43,6001,3
4001,80,4001,3
4001,14,6001,3
8001,32,8000,3
2001,16,4001,3
4001,86,4001,3
4001,56,4001,3
4001,101,2001,3
2001,52,2001,3
4001,27,6001,3
2001,52,2001,3
2001,13,4001,3
4001,54,4001,3
2001,3,2001,3
2001,28,4001,3
4001,14,4001,3
4001,76,4001,3
6001,41,6001,3
2001,80,2001,3
4001,109,4001,3
2001,48,4001,3
2001,25,2001,3
2001,60,4001,3
2001,22,2001,3
4001,69,4001,3
2001,42,2001,3
2001,116,2001,3
2001,102,2001,3
4001,166,3000,4
2001,13,2001,3
4001,37,4001,3
4001,111,4500,3
2001,49,3000,3
4001,44,4500,3
4001,33,2001,3
6001,85,6001,3
2001,19,2001,3
4001,77,4001,3
2001,127,2001,3
10001,110,10001,3
2001,7,2001,3
2001,35,2001,3
6001,37,6001,3
6001,7,6001,3
6001,45,6001,3
2001,27,2001,3
4001,39,2001,3
4001,70,4001,3
2001,50,2001,3
2001,147,2001,3
2001,20,2001,3
4001,116,4001,3
4001,18,4001,3
4001,87,4001,3
2001,32,3000,3
6001,101,6001,3
2001,25,2001,3
2001,4,2001,3
4001,20,6001,3
2001,94,2001,3
2001,18,4001,3
2001,14,2001,3
2001,13,2001,3
6001,61,8001,3
4001,8,4001,3
6001,65,8001,3
4001,46,4001,3
4001,6,4001,3
6001,96,6001,3
4001,13,4001,3
2001,43,2001,3
2001,64,2001,3
2001,24,2001,3
4001,75,4001,3
8001,43,4001,3
2001,57,2001,3
4001,35,4001,3
4001,39,4001,3
2001,23,2001,3
8001,67,6000,3
4001,49,4001,3
6001,61,6001,3
4001,31,4001,3
4001,30,4001,3
2001,21,2001,3
4001,21,4001,3
2001,5,2001,3
4001,126,4001,3
2001,4,2001,3
4001,24,4001,3
4001,17,8001,3
6001,34,6001,3
4001,43,4001,3
4001,103,4001,3
2001,14,4001,3
2001,18,2001,3
2001,18,2001,3
2001,21,4001,3
2001,35,2001,3
2001,23,4001,3
2001,44,2001,3
4001,34,4001,3
2001,17,2001,3
4001,19,4001,3
2001,29,3000,3
2001,31,4001,3
4001,51,2001,3
4001,54,4001,3
4001,23,4001,3
4001,34,4001,2
4001,26,4001,3
4001,17,8001,3
2001,49,2001,3
4001,17,4001,3
4001,31,8001,3
6001,17,6001,3
4001,111,4001,3
6001,85,6001,3
8001,60,6001,3
6001,88,8001,3
6001,79,6001,3
4001,17,2001,2
2001,3,2001,3
6001,18,10001,3
6001,53,6001,3
6001,40,6001,3
4001,66,4001,3
4001,6,4001,3
4001,48,4001,3
4001,45,2001,3
2001,30,2001,3
10001,43,10001,3
6001,111,6001,3
2001,62,2001,3
4001,151,4001,3
2001,37,4001,3
4001,17,4001,3
2001,4,2001,3
2001,87,2001,3
10001,56,10001,3
2001,47,4001,3
4001,24,6001,3
8001,16,10001,4
2001,18,2001,3
4001,22,6001,3
6001,18,8001,3
8001,24,10001,3
2001,38,2001,3
6001,32,4001,3
4001,20,4001,3
8001,58,8001,3
6001,28,8001,3
2001,15,2001,2
2001,29,4001,3
8001,53,8001,3
2001,8,6001,3
2001,57,4001,3
2001,28,4001,3
6001,58,6001,3
6001,23,6001,3
4001,82,4001,3
6001,105,4001,3
4001,40,4001,3
6001,66,8001,3
4001,23,6000,3
15000,18,15000,3
8001,56,8001,3
4001,27,4001,3
2001,8,2001,3
10001,103,10001,3
4001,105,6001,3
6001,29,6001,3
4001,99,4001,3
4001,43,4001,3
6001,31,6001,3
4001,27,8001,3
6001,33,10001,3
4001,11,4001,3
4001,76,4500,3
2001,18,4001,3
4001,33,4001,3
4001,24,4001,3
2001,12,4001,3
4001,3,4001,3
2001,17,4001,3
4001,31,4001,3
2001,47,4001,3
4001,63,4500,3
4001,37,4001,3
4001,98,2001,3
2001,81,4001,3
4001,48,6001,3
4001,26,4001,3
2001,46,4001,3
2001,20,4001,3
4001,22,4001,3
2001,16,2001,3
4001,12,3000,3
4001,38,6001,3
8001,17,10001,3
4001,13,10001,4
10001,48,15000,3
2001,6,2001,3
2001,66,4001,3
2001,12,4001,4
4001,27,2001,3
2001,40,2001,3
2001,101,2001,3
2001,44,2001,3
2001,36,2001,3
8001,90,6001,2
2001,16,2001,2
2001,10,4001,3
6001,10,2001,3
2001,12,2001,3
10001,43,15000,2
2001,54,2500,3
2001,77,2001,3
2001,7,2001,3
2001,34,2001,3
4001,72,4001,3
2001,13,2001,3
10001,70,8001,3
2001,34,2001,3
2001,26,2001,3
6001,23,6001,3
4001,19,4001,3
4001,25,6001,3
6001,63,6001,3
4001,95,4001,3
2001,14,3000,3
4001,27,6001,3
4001,18,6001,3
2001,41,2001,3
2001,21,4001,3
6001,73,6001,3
6001,30,4001,3
2001,18,4001,3
4001,9,2001,3
2001,33,2001,3
2001,29,2001,3
2001,77,4001,3
6001,32,6001,3
2001,6,2001,3
2001,8,2001,3
2001,11,3000,3
2001,30,2001,3
15000,67,15000,3
4001,56,4001,3
6001,65,4001,3
4001,47,4001,3
15000,57,15000,3
2001,43,2001,3
4001,88,2001,3
4001,19,4001,3
2001,5,2001,3
2001,6,2001,3
2001,49,2001,3
4001,15,4001,3
4001,18,6001,3
2001,19,2001,3
2001,34,4001,3
2001,13,2001,3
2001,9,4001,3
2001,26,2001,3
2001,27,4001,3
2001,5,4001,3
4001,50,4001,3
8001,21,8001,3
2001,23,2001,3
4001,63,4001,3
4001,51,2001,3
2001,31,3000,3
4001,31,3000,3
2001,24,4001,3
4001,42,8001,3
2001,32,2001,3
4001,23,2001,3
4001,7,4001,3
4001,54,4001,3
2001,20,2001,3
2001,3,2001,3
6001,80,4001,3
2001,7,2001,3
4001,69,2001,3
6001,171,4001,3
6001,23,10001,3
2001,50,4001,3
4001,46,4001,3
4001,22,2001,3
4001,55,4001,3
4001,19,8001,3
2001,61,3000,3
8001,81,8001,3
2001,5,4001,3
8001,59,6001,3
2001,44,2001,3
4001,27,4001,3
2001,30,4001,3
4001,93,4001,3
4001,18,4001,3
4001,57,4001,3
6001,41,6001,3
4001,64,4001,3
4001,39,6001,3
2001,22,2001,3
2001,20,2001,3
4001,34,6000,3
4001,21,4001,3
2001,1,4001,3
6001,28,6001,3
4001,22,8001,3
8001,53,10001,3
8001,19,10001,3
4001,18,6001,3
6001,42,8001,3
10001,60,8001,3
4001,83,6001,3
4001,76,4001,3
4001,9,2001,3
4001,71,6001,3
2001,7,2001,3
6001,63,6001,3
2001,5,4001,3
2001,26,2001,3
6001,67,6001,3
2001,6,2001,3
2001,25,2001,3
2001,22,2001,3
4001,21,2001,3
2001,52,2001,3
6001,36,4001,3
4001,85,4001,3
4001,24,4001,3
6001,27,4001,3
8001,10,10001,3
2001,16,2001,3
8001,109,10001,3
6001,26,4500,3
4001,45,4001,3
2001,11,2001,3
4001,74,6001,3
4001,9,4001,3
2001,23,2001,3
4001,79,6001,3
6001,40,4001,3
4001,14,4001,3
2001,277,6001,3
6001,35,8001,3
2001,22,2001,3
4001,38,4001,4
4001,6,6001,3
4001,39,2001,3
4001,26,6001,3
2001,128,6001,3
2001,36,2001,3
2001,15,4001,3
4001,37,4001,3
6001,22,4001,3
4001,63,4001,3
2001,9,2001,3
6001,57,2001,3
6001,90,8001,3
4001,50,4001,3
2001,21,4001,3
2001,9,2001,3
2001,39,2001,3
4001,169,4001,3
6001,84,4001,3
4001,35,2001,3
4001,20,4001,3
8001,29,8001,3
15000,184,10001,3
2001,19,4001,3
4001,24,4001,3
8001,39,10001,3
2001,18,4000,3
4001,18,6001,3
4001,48,6001,3
2001,11,4001,3
2001,20,4001,3
4001,25,4001,3
6001,9,4001,3
2001,21,2001,3
2001,14,2001,3
4001,40,4001,3
4001,31,4001,3
2001,4,4001,3
2001,2,2001,3
4001,13,4001,3
6001,17,6000,3
4001,36,4001,3
4001,9,4001,3
2001,127,2001,3
2001,1,2001,3
4001,37,6001,3
6001,44,4500,3
2001,32,4001,3
2001,35,4001,3
6001,87,10001,3
6001,62,6001,3
4001,85,4001,3
2001,12,2001,3
4001,22,4001,3
6001,23,8001,3
2001,78,2001,3
2001,20,2001,3
2001,9,2001,3
2001,6,2001,3
2001,7,2001,3
2001,37,2001,3
4001,11,2001,3
4001,27,4001,3
8001,41,6001,3
6001,16,6000,3
2001,27,3000,3
2001,4,4001,3
2001,63,4001,3
2001,33,2001,3
4001,54,6001,3
8001,133,8001,3
8001,95,10001,3
4001,198,2001,3
15000,79,15000,3
6001,134,4001,3
8001,145,10001,3
6001,130,6001,3
2001,23,2001,3
4001,52,4001,3
2001,20,4001,3
4001,43,4001,3
2001,61,4001,3
2001,50,2001,3
4001,77,4001,3
4001,14,6001,3
4001,3,2001,3
4001,7,2001,3
4001,52,6001,3
6001,51,2001,3
4001,47,2001,3
2001,9,2001,3
4001,110,4001,3
2001,67,4001,3
2001,16,2001,3
6001,42,6000,3
2001,15,4001,3
4001,41,6001,3
2001,19,4001,3
6001,50,6001,3
8001,5,4001,2
2001,89,4001,4
4001,2,4001,3
2001,21,2001,3
4001,27,2001,3
2001,26,4001,3
6001,122,8001,3
4001,36,4001,3
4001,226,8001,4
4001,35,6001,3
2001,48,2001,3
4001,32,4001,3
10001,32,8001,3
6001,65,6001,3
15000,70,10001,3
10001,107,8001,3
2001,12,4001,3
4001,27,4001,3
4001,66,6001,3
8001,75,8001,3
6001,181,6001,3
4001,61,4001,3
4001,26,4001,3
4001,63,6001,3
2001,63,2001,3
6001,82,4001,4
6001,65,6001,3
2001,12,4001,3
6001,16,6001,3
6001,49,6000,3
6001,128,6001,3
8001,125,10001,4
15000,127,15000,3
2001,45,2001,3
8001,60,10001,3
2001,8,3000,3
6001,89,6001,3
6001,39,6001,4
8001,45,6001,3
15000,170,15000,3
8001,68,4001,3
6001,52,8001,3
2001,4,2001,3
2001,11,2001,3
2001,4,2001,3
2001,13,2001,3
2001,88,2001,3
2001,58,2001,2
4001,3,4001,3
2001,13,4001,3
2001,53,2001,3
4001,31,4001,3
2001,2,2001,3
4001,37,6001,3
4001,24,6001,3
2001,76,8001,3
4001,8,6001,3
6001,33,4001,3
4001,49,6000,3
2001,24,4001,3
4001,27,4001,3
4001,82,6000,3
10001,45,10001,3
4001,110,4001,3
2001,7,4001,3
2001,13,2001,3
4001,27,6001,3
2001,27,4001,3
2001,25,2001,3
2001,8,2001,3
2001,85,4001,3
15000,110,15000,3
6001,56,6001,3
2001,11,6001,3
8001,75,8001,3
8001,174,10000,3
4001,66,6001,3
10001,101,15000,3
15000,104,15000,3
6001,145,8001,3
6001,6,6001,3
8001,102,8001,3
4001,39,6001,3
10001,98,10001,3
6001,61,8001,3
4001,61,2001,3
4001,46,8001,3
8001,18,8001,3
8001,90,6001,3
6001,120,5000,3
8001,134,8001,3
6001,31,6001,3
4001,71,4001,3
6001,61,10001,2
4001,59,4001,3
6001,128,6001,3
8001,101,8001,3
6001,68,6000,3
15000,74,15000,3
4001,81,6001,3
6001,26,8001,3
4001,39,6001,3
10001,114,15000,3
6001,111,6001,3
4001,28,4001,3
10001,135,10001,3
6001,67,8001,3
2001,6,2001,3
6001,54,4001,3
8001,158,6001,3
4001,29,4001,3
4001,55,8001,3
2001,23,4001,3
2001,35,2001,3
4001,124,6001,3
2001,50,2001,3
6001,73,6001,3
8001,157,8001,3
10001,85,10001,3
6001,41,8001,3
6001,70,4001,3
6001,39,6001,3
6001,99,8001,3
4001,64,6001,3
2001,10,4001,3
4001,4,4001,3
8001,32,10001,3
6001,43,6001,4
4001,59,4001,3
10001,54,10001,3
6001,44,6001,3
6001,36,6001,3
6001,58,6000,3
6001,51,6001,3
4001,10,4001,3
10001,110,10001,3
8001,19,8001,3
8001,39,10001,3
6001,33,8001,3
15000,32,15000,3
6001,48,8000,3
10001,106,10001,3
8001,217,8001,3
8001,43,8001,3
6001,56,8001,3
6001,74,8001,3
4001,24,2001,3
4001,28,4001,3
6001,40,4001,3
8001,61,8001,3
2001,29,2001,3
4001,54,4001,3
4001,50,6001,3
2001,65,4001,3
2001,8,2001,3
2001,50,2001,3
4001,37,4001,3
4001,25,4001,3
4001,42,4001,3
2001,44,2001,3
2001,53,4001,3
2001,13,2001,3
4001,25,4001,3
2001,38,2001,3
2001,6,2001,3
4001,40,2001,3
6001,38,8001,3
4001,31,4001,3
4001,17,4001,3
2001,26,2001,3
2001,51,2001,3
2001,23,2001,3
2001,17,6001,2
4001,50,4001,3
4001,52,4001,3
2001,24,2001,3
2001,46,2001,3
6001,6,4001,3
2001,16,2001,2
4001,9,4001,3
2001,3,2001,3
4001,33,4001,3
4001,13,4001,3
4001,28,4001,3
2001,17,2001,3
2001,10,4001,3
4001,28,4001,3
2001,72,4001,3
2001,21,2001,3
4001,40,2001,3
4001,38,6001,3
2001,25,2001,3
2001,25,2001,3
4001,41,8001,3
4001,57,8001,3
2001,8,2001,3
2001,14,4001,3
4001,53,6001,3
4001,30,4001,3
2001,42,4001,3
4001,21,4001,3
2001,22,4001,2
2001,1,2001,3
2001,149,2001,3
2001,8,2001,3
4001,22,4001,3
2001,12,2001,3
2001,15,4001,3
2001,65,4001,3
2001,13,2001,3
2001,44,4001,3
2001,2,2001,3
6001,59,8001,3
2001,53,2001,3
2001,40,2001,3
4001,66,4001,3
4001,200,6001,3
8001,32,8001,3
2001,10,4001,3
2001,8,2001,3
4001,61,6001,3
4001,43,4001,3
8001,44,8001,3
4001,70,4001,1
4001,62,4001,3
8001,44,10001,3
2001,22,4001,3
10001,52,10001,3
8001,12,8001,3
4001,10,6001,3
10001,52,10001,3
4001,37,6001,3
2001,45,4001,3
10001,19,4500,3
8001,73,10001,3
8001,38,8001,3
6001,44,6001,4
10001,57,10001,3
10001,57,10001,3
2001,32,2001,3
6001,62,6001,3
4001,44,6001,3
4001,39,8001,3
8001,46,10001,3
8001,40,8001,3
4001,55,4001,3
4001,9,6001,3
8001,62,8001,3
2001,10,4001,3
8001,38,8001,3
15000,45,15000,3
8001,53,10001,4
6001,23,6001,3
4001,7,10001,3
2001,6,2001,3
10001,182,15000,3
2001,24,4001,3
2001,4,2001,3
4001,10,6001,3
4001,2,2001,3
4001,30,8000,3
6001,103,4001,3
4001,38,8001,3
8001,32,8001,3
4001,81,6001,3
2001,27,2001,3
4001,10,4001,3
4001,9,6001,3
4001,17,6001,3
4001,10,4001,3
6001,23,8001,3
6001,22,6001,4
4001,20,6001,3
4001,7,4001,3
4001,22,6001,3
4001,33,4001,3
8001,39,8001,3
6001,30,10001,3
4001,27,6001,3
4001,23,6001,3
4001,32,4001,3
2001,13,4001,3
4001,24,6001,3
10001,56,10001,3
4001,52,6001,3
2001,8,2001,3
6001,29,4001,3
6001,44,8001,3
8001,18,10001,3
6001,18,6001,3
10001,50,10001,3
4001,26,4001,3
4001,39,4001,3
4001,24,4001,3
4001,30,6001,3
2001,15,4001,3
10001,33,10001,3
4001,36,6001,3
6001,31,6001,3
8001,30,10001,3
15000,102,15000,3
8001,50,10001,3
4001,15,6001,3
4001,31,4001,3
4001,48,4500,3
2001,31,4001,3
4001,27,6001,3
4001,27,2001,3
2001,39,4001,3
8001,154,10001,3
2001,34,4001,3
2001,10,4001,3
10001,143,10001,3
10001,35,6001,4
2001,18,2001,3
6001,30,6001,3
6001,66,4500,3
2001,29,4001,3
4001,161,4001,3
6001,98,6001,3
4001,30,4001,3
8001,26,8001,3
6001,13,6000,3
10001,53,8001,3
4001,23,6001,3
8001,161,4001,3
4001,68,6001,3
4001,131,4001,3
10001,315,10001,3
4001,68,4001,3
8001,78,6001,3
4001,77,4001,3
6001,50,4001,3
4001,275,2001,3
6001,75,8001,4
4001,44,4001,3
4001,54,6001,3
4001,9,4001,3
4001,53,4001,3
6001,78,10001,3
2001,19,4001,3
2001,8,4001,2
2001,15,2001,3
8001,52,8001,3
10001,75,15000,3
8001,88,8001,3
4001,27,6000,3
10001,382,15000,4
10001,60,10001,3
4001,45,4001,3
6001,55,6001,3
4001,20,6001,3
6001,59,6001,3
2001,20,3000,3
4001,23,6001,3
2001,101,4001,3
6001,59,6001,3
10001,81,10001,3
6001,107,8001,3
8001,38,6001,3
4001,170,8001,3
6001,133,10000,4
4001,23,6001,3
4001,68,6001,3
2001,22,2001,3
10001,326,15000,3
4001,26,4001,3
4001,34,4001,3
2001,8,2001,3
10001,100,10001,3
2001,54,4001,3
2001,2,2001,3
4001,24,4001,3
6001,72,6001,3
2001,12,2001,3
6001,79,6001,3
4001,55,4001,3
10001,97,10001,3
8001,89,8001,3
10001,86,8001,3
10001,71,10001,3
4001,123,6001,3
6001,26,8001,3
4001,58,10000,3
4001,63,6001,3
4001,19,4001,2
8001,60,8001,3
4001,50,6001,3
4001,39,8001,3
6001,71,6001,3
10001,83,15000,3
10001,96,15000,3
8001,79,8001,3
6001,88,4001,3
4001,36,4001,2
2001,38,2001,3
4001,41,2001,3
4001,12,4001,3
8001,168,8001,3
4001,37,4000,3
4001,27,6001,3
2001,18,2001,3
15000,43,15000,3
15000,65,15000,3
6001,37,6001,3
6001,119,4001,3
8001,75,10001,3
4001,294,4001,3
6001,81,8001,3
2001,94,2001,3
4001,176,6001,3
4001,94,4001,3
2001,20,2001,3
2001,11,2001,3
10001,462,15000,3
8001,81,10001,4
15000,91,10001,3
6001,53,6001,3
4001,45,6001,3
4001,26,2001,3
4001,89,6001,3
4001,17,4001,3
4001,36,6001,3
4001,34,4001,3
6001,48,8001,3
2001,12,2001,3
2001,25,6001,3
4001,149,8001,4
4001,96,4001,3
4001,97,6001,3
6001,9,10001,3
8001,30,8001,3
4001,10,6001,3
4001,25,6001,3
4001,9,4001,3
4001,44,3500,3
6001,164,6001,3
8001,19,6001,3
4001,100,2001,3
2001,36,4001,3
4001,14,6001,3
6001,82,6001,3
4001,32,4001,3
6001,24,8001,3
4000,17,3000,3
4001,20,4001,3
8001,42,10000,3
10001,23,10001,3
10001,95,15000,3
15000,100,15000,3
8001,55,10001,3
10001,86,15000,3
8001,62,15000,3
10001,77,10001,3
10001,122,10001,3
15000,124,15000,3
10001,29,15000,3
8001,68,15000,3
15000,73,15000,3
10001,62,15000,3
8001,49,10001,3
15000,73,15000,3
10001,66,15000,3
4001,39,4001,3
4001,17,8001,3
4001,65,6001,3
6001,95,8001,3
10001,23,8001,3
2001,31,2001,3
6001,144,8001,3
8001,100,10001,3
4001,50,6001,3
4001,20,6001,3
10001,59,10001,3
6001,37,6001,3
15000,83,15000,4
15000,131,15000,3
15000,175,15000,3
4001,28,6001,3
8001,79,10001,3
4001,42,6001,3
6001,39,6001,3
15000,67,15000,3
8001,38,10001,3
8001,75,10001,3
8001,105,10001,3
15000,146,15000,3
10001,209,10001,3
6001,44,8001,3
8001,43,10001,3
4001,74,4001,3
15000,134,15000,3
8001,67,15000,3
6001,61,10001,3
10001,134,10001,3
15000,86,10001,3
2001,26,4001,3
10001,206,10001,3
15000,69,15000,3
4001,29,6001,4
15000,84,15000,4
15000,123,15000,3
10001,60,15000,3
10001,80,15000,3
8001,152,15000,3
10001,36,10001,3
4001,65,4001,3
8001,63,10001,3
4001,22,4001,3
4001,3,4001,3
6001,46,8001,3
2001,19,8001,3
6001,21,6001,3
6001,27,8001,3
6001,27,6001,3
4001,45,4001,3
4001,54,6001,3
6001,19,6001,3
10001,41,10001,3
4001,108,4001,3
4001,24,4001,3
4001,74,4001,3
8001,108,8001,3
8001,59,10001,3
2001,20,2001,4
6001,99,6001,3
6001,117,8001,3
4001,61,4001,2
4001,79,4001,3
4001,95,2001,3
6001,73,8001,3
4001,91,4001,3
4001,52,6001,3
6001,26,8001,3
6001,20,8001,3
10001,76,10001,3
6001,159,10001,3
6001,50,6001,3
15000,250,15000,3
6001,27,8000,3
8001,207,8001,4
10001,50,10001,3
10001,117,10001,3
4001,8,4001,3
8001,45,8001,3
8001,105,8001,3
2001,49,4001,3
8001,79,8001,3
8001,91,10001,3
8001,11,8001,3
6001,31,8001,3
2001,59,6001,3
4001,158,2001,3
6001,76,8001,3
4001,103,4001,3
6001,15,10001,3
4001,8,6001,3
10001,33,10001,3
6001,173,8001,4
15000,230,15000,3
6001,70,10001,3
2001,4,4001,3
4001,165,4001,3
15000,79,15000,4
4001,11,4500,3
10001,281,10001,4
8001,112,10001,3
10001,157,10001,3
6001,17,10001,3
8001,43,10001,3
6001,33,10001,3
10001,109,15000,4
10001,104,10001,3
10001,50,10001,3
6001,36,10001,3
6001,55,8001,3
10001,92,15000,3
6001,46,10001,3
6001,27,6001,3
2001,65,2001,3
10001,43,15000,3
10001,69,10001,3
6001,26,8001,3
8001,37,10001,3
10001,34,10001,3
6001,19,6001,3
10001,30,10001,3
10001,37,10001,3
6001,10,8001,3
10001,91,15000,3
8001,52,10001,3
8001,61,4001,3
6001,106,2001,3
4001,41,4001,3
6001,82,8001,3
6001,69,6001,3
2001,6,2001,3
10001,57,10001,3
4001,147,6001,3
4001,7,4500,3
