@relation 'resume_p2final-weka.filters.unsupervised.attribute.Remove-R1,3,5,6,7,9-weka.filters.unsupervised.attribute.NumericToNominal-R4'

@attribute salary_last numeric
@attribute workmonth numeric
@attribute salary_exp numeric
@attribute position {1,2,3,4,5}

@data
2001,54,2001,3
4001,46,4001,3
2001,26,4001,3
4001,16,4001,3
2001,3,2001,3
6001,78,6001,3
10001,68,10001,3
4001,32,4001,2
2001,34,2001,3
4001,60,4001,3
4001,19,4001,3
2001,14,4001,3
4001,116,6001,3
4001,42,2001,3
2001,34,4001,3
2001,22,2001,3
2001,12,2001,3
2001,34,4001,3
2001,39,2001,3
6001,66,6001,3
2001,23,2001,3
2001,72,4001,2
2001,136,2001,3
4001,2,4001,3
4001,72,8001,3
6001,37,6001,3
2001,21,2001,3
2001,22,2001,3
4001,63,4001,3
4001,54,6001,3
6001,19,4001,3
2001,18,4001,3
2001,14,2001,3
4001,48,8001,3
2001,12,2001,3
2001,28,2001,3
6001,99,4001,3
2001,15,2001,3
15000,78,10001,3
10001,101,10001,3
6001,128,6001,3
4001,63,3000,3
4001,52,4001,3
2001,15,2001,3
4001,78,4001,3
2001,79,2001,3
2001,29,4001,3
2001,20,2001,3
2001,12,2001,3
4001,10,4001,3
2001,3,2001,3
2001,14,2001,3
10001,113,10001,3
4001,18,2001,3
4001,21,4001,3
8001,104,10000,3
2001,24,2001,3
2001,25,2001,3
6001,26,4001,3
4001,25,4001,3
2001,54,2001,3
2001,41,2001,3
2001,106,2001,3
2001,14,2001,3
4001,32,6001,3
10001,144,10001,4
4001,41,4001,3
4001,20,4001,3
4001,30,2001,3
4001,61,6001,3
4001,5,4001,3
4001,22,4001,3
2001,24,2001,3
4001,52,8001,4
2001,110,6001,3
4001,15,4001,3
4001,102,4001,3
2001,16,2001,3
2001,26,4001,3
4001,39,4001,3
2001,8,2001,3
2001,5,2001,3
4001,131,6001,3
6001,38,4001,3
2001,13,2001,3
4001,19,4001,3
2001,48,4001,3
4001,55,6001,3
4001,18,4001,3
2001,7,4001,3
2001,14,4001,3
6001,52,4001,3
6001,17,6001,3
2001,32,2001,3
6001,61,4001,3
6001,12,6001,3
6001,46,6001,3
6001,38,2001,3
2001,9,2001,3
4001,67,4001,3
8001,27,8001,3
4001,47,4001,3
6001,31,6000,3
6001,108,4001,3
6001,24,6001,3
2001,6,2001,3
4001,53,4001,3
2001,33,2001,3
10001,44,15000,3
2001,11,4001,3
10001,193,10001,4
15000,188,15000,3
6001,128,8001,3
15000,251,10001,3
8001,186,8001,3
10001,89,10001,4
4001,27,4001,2
6001,31,10001,3
6001,58,6001,3
2001,59,4001,3
4001,19,4001,3
4001,115,6001,3
4001,41,6001,3
6001,17,6000,3
4001,26,4001,3
4001,36,4001,3
2001,137,4001,3
4001,48,4001,3
4001,23,2001,3
4001,65,4001,3
4001,394,4001,3
8001,31,4001,3
2001,11,2001,2
6001,27,4001,3
2001,26,4001,3
4001,95,4001,2
6001,95,4001,3
6001,136,6000,3
4001,44,2001,3
4001,24,4001,3
2001,48,4001,2
4001,28,2001,3
4001,46,4500,2
4001,53,4500,3
6001,98,6001,3
2001,9,2001,3
2001,26,2001,3
6001,66,8000,3
2001,47,3000,3
4001,39,4001,3
2001,31,4001,3
2001,115,2001,3
4001,114,4001,3
2001,10,2001,3
5500,7,6000,3
4001,1,2001,3
6001,143,8000,3
2001,35,4001,3
4001,29,3000,3
2001,2,6000,3
2001,233,6001,4
6001,28,6001,3
8001,48,8000,3
4001,88,6001,3
4001,194,3000,3
6001,11,6001,3
6001,31,4001,3
2001,127,6001,3
4001,23,4500,3
4001,63,6000,4
4001,34,3000,3
6001,175,6001,3
4001,23,4001,3
6001,82,6001,3
2001,15,6000,2
8001,30,10000,3
2001,80,2001,3
15000,126,10001,3
4001,19,4001,3
4001,3,4500,3
2001,10,2001,3
4001,17,4001,3
2001,41,2001,3
2001,21,4500,3
4001,148,4001,3
4001,22,4001,3
15000,123,15000,3
4001,29,6000,3
2001,34,3000,3
6001,27,6001,3
2001,32,2001,3
4001,49,4001,3
6001,68,6000,3
4001,32,4500,3
4001,44,4000,3
6001,14,6000,3
2001,32,3000,3
6001,48,6000,3
6001,74,8000,3
4001,51,4001,3
2001,23,2001,3
8000,32,8000,3
4001,19,4001,3
4001,11,2001,3
8001,38,6001,3
2001,21,2001,3
4001,122,10000,3
2001,64,2001,3
4001,25,2001,4
2001,23,2001,3
4001,23,3000,3
6001,70,4001,3
4001,12,4001,3
2001,22,4001,3
15000,36,8001,3
6001,26,6001,3
2001,2,2001,3
4001,28,4001,3
4001,60,2001,3
2001,6,2001,3
8001,30,7000,3
2001,4,2001,3
8001,116,6001,3
4001,73,4001,3
4001,8,2001,3
4001,54,6001,4
10001,60,10001,3
2001,16,2001,3
4001,32,4001,3
2001,6,2001,3
2001,12,2001,3
2001,44,2001,3
4001,11,4001,3
4001,30,4001,3
10001,87,10001,3
2001,56,4001,3
4001,137,2001,3
2001,31,2001,3
6001,9,3000,3
12000,32,10000,3
2001,8,4001,3
2001,11,4001,3
2001,6,2001,3
2001,66,4001,3
4001,10,2001,3
2001,19,3000,3
2001,7,2001,3
2001,14,2001,3
2001,75,2001,3
2001,40,2001,3
2001,9,2001,3
2001,33,4001,3
4001,89,4001,3
4001,31,4001,3
2001,1,2001,3
2001,18,2001,3
6001,86,6001,3
2001,11,2001,3
2001,2,2001,3
2001,22,2001,3
4001,52,4001,3
4001,39,4001,3
4001,88,4001,3
2001,1,2001,3
2001,25,2001,3
2001,24,2001,3
4001,26,6001,3
2001,4,2001,3
2001,110,4001,3
2001,17,2001,3
6001,49,10001,3
2001,3,2001,3
8001,100,8001,3
2001,6,2001,3
4001,16,2001,3
2001,19,2001,3
8001,66,6001,3
2001,67,2001,3
4001,15,2001,3
8001,8,10001,3
4001,25,4001,3
8001,64,8001,3
2001,190,4001,3
4001,53,4500,4
4001,31,4001,3
2001,9,4001,4
4001,24,8001,3
10001,6,10001,3
2001,31,2001,3
2001,1,4001,3
4001,51,4001,3
6001,38,10001,3
2001,6,2001,3
2001,8,4001,3
4001,35,6001,3
8001,77,10001,3
4001,28,6001,3
4001,12,4001,3
10001,74,15000,4
6001,98,6001,3
8001,70,6001,3
2001,43,2001,3
2001,26,4001,3
2001,7,2001,3
2001,7,4500,3
2001,38,4001,3
2001,3,2001,3
2001,62,2001,3
2001,3,2001,3
4001,39,4001,3
4001,44,4001,3
4001,12,4001,3
2001,34,2001,3
2001,60,4001,4
2001,7,4001,4
2001,18,4001,3
2001,22,2001,3
4001,24,6001,3
2001,7,2001,3
4001,18,4001,3
4001,21,4001,3
6001,18,4001,3
4001,10,3000,3
4001,2,4001,3
4001,26,2001,3
6001,48,8001,3
4001,18,4001,3
2001,7,4001,3
2001,33,2001,2
2001,13,2001,3
2001,11,2001,3
4001,26,4001,3
4001,16,4001,3
4001,31,4001,3
10001,61,8001,4
4001,40,4001,3
2001,31,2001,3
2001,5,4001,3
4001,11,4001,3
4001,107,4001,3
6001,93,8001,3
10001,135,15000,3
6001,55,4001,3
10001,193,10001,4
4001,56,4001,3
4001,20,2001,3
4001,89,4001,3
2001,179,2001,3
2001,26,2001,3
4001,62,2001,3
4001,17,4001,3
8001,64,10001,3
15000,122,15000,3
4001,149,4001,3
6001,97,10001,3
2001,12,2001,2
4001,60,4001,3
2001,18,2001,3
10001,142,10001,3
6001,25,6001,3
4001,63,2001,3
4001,27,4001,3
2001,44,2001,3
2001,32,2001,3
4001,61,4001,3
6001,51,8001,3
6001,52,8001,3
2001,21,4001,3
2001,10,2001,2
4001,69,4001,3
2001,31,2001,2
2001,20,2001,3
6001,39,2001,3
2001,12,4001,3
2001,20,2001,3
6001,41,6001,3
4001,45,4001,3
2001,95,4001,3
2001,63,2001,3
2001,27,2001,3
2001,36,2001,2
2001,22,4001,3
2001,91,2001,3
2001,39,2001,3
2001,26,2001,3
4001,48,2001,3
2001,39,2001,3
2001,77,4001,3
4001,115,6001,3
6001,27,4001,3
2001,6,4001,3
8001,97,10001,3
4001,30,4001,3
2001,24,4001,3
6001,31,6001,3
4001,105,10001,3
4001,62,4001,3
2001,18,4001,3
2001,12,4001,3
4001,27,4001,3
6001,49,6001,3
10001,76,8001,3
8001,4,15000,3
2001,26,2001,3
6001,82,6001,3
6001,84,6001,3
2001,63,2001,3
2001,47,2001,3
10001,177,15000,3
2001,14,2001,3
4001,23,2001,3
4001,10,2001,3
2001,18,3000,3
4001,36,6001,3
2001,24,4001,3
4001,47,4001,3
4001,72,4001,3
2001,4,2001,3
4001,62,4001,3
2001,19,3000,3
8001,167,8001,3
4001,153,4001,3
2001,64,4001,3
2001,76,2001,3
6001,44,10001,3
4001,45,6001,3
10001,48,10001,3
6001,86,4001,3
4001,13,4500,3
4001,61,6001,3
2001,36,2001,3
8001,124,6001,3
2001,14,6001,4
2001,71,4001,3
2001,22,2001,3
2001,17,4001,4
10001,44,10001,3
6001,104,4001,4
4001,55,4001,3
10001,115,10001,4
2001,26,2001,3
2001,20,2001,3
2001,12,2001,3
10001,45,8000,4
2001,15,2001,3
2001,12,4001,3
2001,72,2001,3
6001,16,4001,3
6001,64,4001,3
8001,79,10001,3
2001,27,2001,3
2001,11,3000,3
4001,2,2001,3
2001,4,4001,3
4001,54,4001,3
6001,84,6001,3
2001,5,2001,3
6001,25,6001,3
2001,44,4001,3
4001,62,4001,3
2001,51,2001,3
2001,3,2001,3
4001,10,2001,3
2001,34,3000,3
2001,6,2001,3
4001,47,6001,4
8001,73,8001,3
4001,103,4001,3
2001,3,2001,3
2001,38,2001,3
2001,263,2001,3
4001,27,2001,3
2001,78,2001,3
2001,6,2001,3
4001,117,8001,3
4001,18,4001,3
2001,14,2001,3
4001,63,4001,3
8001,300,10001,3
2001,46,2001,3
6001,23,6001,3
2001,21,2001,3
2001,13,2001,3
2001,7,2001,3
2001,85,4001,3
4001,63,4001,3
4001,37,4001,3
4001,97,4001,3
6001,63,4001,3
2001,40,2001,3
10001,90,15000,4
2001,88,4001,3
4001,67,4001,3
2001,2,2001,3
2001,3,2001,3
6001,39,4001,3
2001,7,2001,3
2001,25,2001,3
2001,9,2001,3
2001,93,2001,3
4001,36,4001,3
2001,50,2001,2
4001,18,4001,3
2001,59,4001,3
4001,48,4001,3
4001,35,8001,3
4001,30,4001,3
2001,15,3000,3
2001,2,2001,3
4001,13,4001,3
8001,158,8001,3
2001,15,4001,3
8000,46,7000,3
4001,34,6001,3
10001,62,6001,3
4001,40,2001,2
4001,89,6001,3
6001,9,8001,3
4001,23,4001,3
10001,27,10001,3
6001,19,8001,3
8001,84,8001,3
4001,13,4001,3
10001,397,10001,3
2001,4,2001,3
4001,37,4001,3
4001,88,2001,3
4001,182,4001,4
2001,19,3000,3
4001,55,2001,3
4001,40,8001,3
6001,75,6001,3
4001,84,6001,3
2001,13,4001,3
2001,23,4001,3
2001,9,2001,3
4001,36,4001,3
4001,99,4001,3
2001,14,2001,3
2001,172,2001,2
2001,24,2001,3
4001,65,4001,3
15000,177,15000,4
6001,21,6001,3
6001,96,6001,3
2001,79,3000,3
4001,5,6001,3
2001,31,2001,2
4001,43,2001,3
2001,10,2001,3
8001,67,10001,3
10001,63,10001,3
4001,36,4001,3
4001,43,4001,3
2001,63,4001,3
10001,86,8001,3
4001,27,6001,3
6001,67,6001,4
2001,12,2001,3
4001,87,8001,4
2001,9,2001,3
4001,19,4001,3
2001,8,2001,3
4001,38,4001,3
4001,48,4001,3
8001,41,8001,3
6001,24,8001,3
6001,240,8001,3
2001,40,4001,3
2001,12,2001,3
2001,8,2001,3
10001,27,10001,3
4001,13,4001,3
4001,28,4001,3
4001,55,4001,3
4001,61,4001,3
2001,12,4001,3
2001,72,2001,1
8001,22,6001,3
2001,12,2001,3
4001,120,6001,4
2001,18,3000,3
6001,72,4001,3
2001,34,2001,3
2001,19,2001,3
4001,20,4001,3
2001,18,2001,3
4001,130,2001,3
6001,75,8001,3
4001,32,4001,3
6001,75,4001,2
6001,58,4001,3
2001,22,6001,3
2001,7,4001,3
2001,11,4001,3
4001,36,10001,3
6001,38,4001,3
15000,202,15000,3
2001,8,4001,3
8001,69,6001,3
8001,53,10001,3
2001,17,2001,3
2001,142,2001,3
2001,27,2001,3
4001,54,4001,4
4001,52,6001,3
4001,43,6001,3
2001,10,2001,3
4001,15,6001,3
2001,1,3000,3
2001,263,10001,3
2001,88,2001,3
2001,4,4001,3
2001,5,2001,3
2001,66,2001,3
6001,42,8001,3
4001,31,4001,3
4001,10,4001,3
2001,23,2001,3
15000,96,15000,3
4001,45,6001,3
4001,54,8001,3
4001,32,6001,3
4001,28,4001,3
8001,60,10001,3
2001,6,3000,3
6001,81,2001,2
8001,88,10001,3
6001,31,8001,3
4001,23,4001,3
6001,21,8001,3
4001,36,6001,3
4001,15,8001,3
4001,41,2001,3
4001,41,4001,3
4001,32,4001,3
2001,62,3000,3
2001,421,2001,2
4001,52,2001,3
4001,146,2001,2
2001,31,2001,3
2001,31,2001,3
4001,54,4500,3
4001,27,2001,3
2001,17,2001,2
2001,54,2001,3
2001,105,4001,3
2001,21,2001,4
4001,67,2001,3
6001,36,6001,3
2001,19,2001,3
10001,54,8000,3
2001,39,4500,3
8001,330,8001,3
4001,22,2001,3
2001,44,4001,3
4001,13,4001,3
4001,62,4001,3
4001,30,6001,3
4001,30,2001,3
6001,78,4001,3
6001,98,6001,3
2001,8,3000,3
4001,34,4001,3
4001,32,4500,3
4001,38,4001,3
10001,51,6001,3
8001,65,10000,3
4001,36,4001,3
2001,9,2001,3
6001,28,6001,3
6001,153,4001,3
15000,108,15000,3
4001,41,4001,3
8001,46,6001,4
2001,93,2001,3
4001,8,4001,3
2001,21,2001,3
2001,30,4001,3
6001,97,4001,3
4001,35,6001,3
4001,30,4001,3
2001,42,2001,3
2001,22,2001,3
2001,96,2001,3
4001,36,4500,3
10001,68,15000,3
6001,76,6001,3
6001,41,8001,3
2001,1,2001,3
6001,73,6001,3
2001,30,2001,3
4001,82,4001,4
4001,27,4001,3
4001,76,4001,3
2001,7,2001,3
4001,70,4001,3
4001,36,4001,3
2001,5,2001,3
2001,18,2001,3
4001,57,4001,3
6001,45,8001,3
2001,37,4001,3
4001,67,4001,3
2001,11,4001,3
4001,23,6001,3
2001,42,4001,3
2001,39,4001,3
4001,26,4001,3
4001,39,4500,3
6001,88,8001,3
4001,11,4001,3
4001,39,4001,3
4001,49,4001,3
4001,30,4001,3
2001,7,2001,3
2001,39,4001,3
8001,63,8001,3
4001,92,4001,3
4001,8,4001,3
6001,80,10001,3
2001,0,2001,3
4001,20,4001,3
6001,63,6001,3
4001,39,4001,3
2001,28,6001,3
4001,28,4001,3
10001,60,10001,3
2001,11,2001,3
2001,28,4001,3
2001,36,2001,3
4001,82,4001,3
2001,25,4001,3
8001,51,6000,3
4001,80,4001,4
2001,75,6000,3
4001,28,4001,3
4001,31,4001,3
2001,19,2001,3
4001,52,4001,3
4001,41,4001,3
6001,22,6001,3
2001,3,2001,3
6001,44,4000,4
6001,87,8001,3
2001,12,6001,3
6001,150,6001,4
6001,49,6001,4
4001,35,6001,3
4001,73,6001,3
10001,122,10001,3
6001,40,6001,3
4001,9,4001,3
6001,51,6001,3
6001,74,4001,3
6001,58,6001,3
2001,35,2001,3
2001,13,4001,3
2001,1,2001,3
2001,27,2001,3
6001,41,6001,3
2001,49,2001,3
6001,29,6001,3
2001,15,2001,4
4001,52,4001,3
4001,5,6001,3
2001,18,2001,3
4001,14,2001,3
2001,36,2001,3
2001,21,2001,3
4001,9,4001,3
4001,79,4001,3
2001,4,2001,3
2001,22,2001,3
2001,3,2001,3
4001,33,4001,3
4001,80,6001,3
2001,15,2001,3
2001,29,4001,3
8001,165,8001,3
4001,9,4001,3
4001,13,4001,3
4001,22,4001,3
4001,24,10000,3
4001,8,2001,3
2001,8,4001,3
8001,45,8001,3
2001,12,2001,3
4001,41,4001,3
2001,97,2001,3
2001,19,2001,3
4001,49,2001,3
2001,0,2001,3
2001,12,2001,3
2001,11,2001,3
2001,3,2001,3
2001,5,2001,3
2001,34,4001,3
4001,23,4500,3
4001,3,4001,3
4001,2,4001,3
6001,92,6001,3
2001,3,2001,3
2001,13,2001,2
8001,38,8001,3
2001,60,4001,3
4001,18,4001,3
4001,46,4001,3
8001,201,10001,3
6001,15,2001,3
2001,8,4001,3
2001,39,2001,2
2001,32,4001,3
4001,34,4001,3
2001,3,2001,3
4001,11,6001,3
4001,19,4001,3
4001,9,2001,3
2001,4,4001,3
2001,9,3000,3
4001,22,4001,3
2001,5,2001,2
2001,5,4001,3
4001,32,4001,3
2001,22,4001,3
2001,21,3000,3
4001,33,2001,3
4001,75,4001,3
2001,17,2001,3
2001,4,2001,2
2001,2,4001,3
2001,2,4001,3
2001,23,2001,3
2001,6,2001,3
2001,5,2001,3
2001,79,6001,3
4001,16,4001,3
2001,99,4001,3
10001,136,8001,3
4001,41,4001,3
4001,60,6001,3
6001,39,6001,3
4001,71,10001,3
2001,23,4001,3
2001,4,2001,3
2001,31,2001,3
2001,34,2001,3
2001,3,2001,3
2001,18,4001,3
2001,12,2001,3
2001,47,4001,3
6001,64,15000,3
10001,112,15000,3
15000,126,15000,4
4001,21,4001,3
4001,20,4001,3
5000,52,4001,3
2001,9,2001,2
4001,15,2001,3
15000,94,15000,3
2001,36,2001,3
2001,28,2001,2
2001,28,2001,3
6001,55,6001,3
8001,120,8001,3
2001,2,2001,3
6001,33,6001,3
2001,17,2001,3
2001,2,2001,3
2001,22,2001,3
2001,40,4001,3
2001,50,4001,3
2001,20,2001,3
2001,10,2001,3
2001,15,4001,3
2001,22,4001,2
4001,7,4001,3
6001,74,4001,3
6001,413,6001,3
4001,41,4001,3
2001,51,4001,3
4001,60,4001,3
2001,36,4001,3
2001,7,4001,3
8001,21,10001,3
10001,61,8001,3
6001,27,10001,3
2001,36,6001,3
4001,37,4001,3
4001,96,4001,3
2001,5,3000,3
2001,63,4001,3
4001,50,4001,3
2001,10,2001,3
2001,25,4001,3
2001,3,2001,3
2001,46,4001,3
6001,54,4001,3
2001,32,3000,3
4001,6,4500,3
6001,3,8001,3
2001,23,2001,3
2001,3,2001,3
2001,1,2001,3
2001,36,2001,3
2001,39,4001,2
2001,28,2001,3
4001,242,6001,3
2001,43,2001,3
2001,42,2001,3
2001,36,2001,3
6001,61,6000,3
6001,8,6001,3
4001,30,4001,3
4001,33,4001,3
2001,30,2001,3
2001,81,2001,3
2001,26,2001,3
4001,77,4001,3
2001,9,4001,3
15000,122,15000,4
6001,135,10000,4
2001,10,2001,3
8001,96,8001,3
2001,5,2001,3
10001,67,8001,3
4001,30,6001,3
6001,28,6001,3
2001,40,4001,3
4001,19,4001,3
10001,54,10001,3
2001,27,4001,3
4001,28,4001,3
6001,27,6001,3
4001,31,4001,3
6001,23,4001,3
4001,53,4001,3
8001,96,10001,3
6001,84,6001,3
2001,11,2001,3
4001,103,8001,3
4001,1,2001,3
8001,119,8001,3
8001,6,8001,3
10001,30,10001,3
10001,13,10000,3
2001,3,4001,3
2001,3,3000,3
4001,39,4001,3
2001,11,2001,3
6001,66,8001,3
2001,23,2001,3
2001,27,2001,3
2001,15,2001,3
4001,139,4001,3
6001,33,4001,3
2001,37,2001,3
2001,52,4001,3
4001,97,4001,3
4001,8,4001,3
2001,63,4001,3
4001,11,4001,3
6001,35,8001,3
2001,35,2001,3
2001,15,4001,3
4001,27,4001,3
2001,5,10001,3
4001,60,2001,3
2001,2,2001,3
4001,43,6001,3
2001,3,2001,3
2001,28,2001,3
2001,10,2001,3
2001,4,2001,3
2001,3,2001,3
4001,19,2001,2
4001,3,4001,3
6001,37,6001,3
2001,20,4001,3
4001,7,2001,3
4001,22,2001,3
4001,9,3000,3
8001,37,8000,3
2001,17,2001,3
2001,1,2001,2
6001,3,8001,3
4001,57,4001,3
8001,5,10001,3
10001,131,15000,3
2001,11,2001,3
6001,12,6001,3
2001,33,2001,3
4001,8,4001,3
4001,115,4001,3
4001,23,4001,3
6001,284,6001,3
4001,44,4001,3
2001,47,2001,3
6001,151,6001,3
2001,16,2001,2
6001,13,6001,3
4001,166,4001,3
6001,179,15000,3
4001,6,4001,3
4001,7,2001,3
2001,44,3000,2
4001,39,6001,3
10001,33,10001,3
2001,11,4001,3
2001,45,2001,3
2001,10,2001,3
6001,41,8001,3
4001,80,4001,3
4001,30,4001,3
8001,38,6001,3
4001,11,4001,3
4001,70,2001,3
2001,24,2001,3
2001,7,2001,3
4001,26,3000,3
2001,16,2001,2
2001,4,2001,3
6001,48,6001,3
6001,115,8001,3
6001,47,4000,3
4001,150,4001,3
2001,17,2001,3
2001,13,2001,2
2001,81,2001,3
2001,21,2001,3
2001,13,4001,3
2001,16,2001,3
2001,58,2001,3
2001,68,4001,3
2001,4,2001,3
2001,8,2001,3
2001,8,2001,2
4001,23,4001,3
4001,36,4001,3
4001,75,4001,3
2001,34,2001,3
2001,3,2001,3
6001,20,6001,3
2001,28,4001,3
4001,20,2001,3
4001,15,4001,3
4001,32,2001,3
4001,12,2001,3
2001,27,2001,3
4001,39,4001,3
2001,73,2001,3
4001,0,4001,3
2001,10,4001,3
2001,29,2001,3
2001,12,4001,3
6001,30,8001,3
4001,16,4001,3
2001,17,2001,3
6001,18,6001,3
4001,55,6001,3
4001,16,4500,3
6001,51,10001,3
4001,5,4001,3
8001,46,4001,3
4001,21,4001,3
4001,41,4001,3
4001,5,4001,3
6001,67,8001,3
4001,60,4001,2
4001,5,4001,3
4001,56,4001,3
6001,87,10001,3
4001,17,2001,3
4001,12,4001,3
2001,50,2001,3
4001,10,4001,3
6001,115,6000,3
4001,36,4001,3
2001,10,2001,3
6001,53,4001,3
4001,92,4001,3
2001,46,2001,3
4001,37,4001,3
2001,4,3000,3
4001,10,4001,3
4001,39,4001,3
4001,49,4001,3
2001,31,2001,4
4001,3,2001,3
2001,38,2001,3
4001,48,2001,3
4001,78,2001,2
6001,21,6001,3
4001,73,4001,3
2001,103,2001,3
2001,35,2001,3
2001,22,2001,3
6001,113,6001,3
2001,20,2001,3
2001,129,4001,3
4001,42,4001,3
2001,102,2001,3
6001,15,4001,3
4001,43,2001,3
2001,8,2001,3
6001,83,6000,4
2001,17,2001,3
4001,63,4500,3
2001,100,6001,3
4001,31,6001,3
2001,13,2001,3
4001,10,2001,3
2001,15,2001,3
4001,99,4001,3
2001,106,4001,3
2001,188,2001,3
2001,20,4001,3
4001,20,2001,3
2001,11,4001,3
2001,5,3000,3
2001,7,2001,3
2001,4,2001,3
10001,389,10001,4
2001,9,4001,3
4001,4,6001,3
4001,10,6001,3
4001,21,4001,3
4001,95,4001,3
4001,11,4001,3
10001,142,10001,3
4001,129,4001,3
2001,20,2001,3
2001,3,2001,3
4001,36,4001,3
2001,42,2001,3
6001,55,6001,3
2001,9,2001,3
4001,77,4001,3
4001,31,4001,3
4001,60,3000,3
2001,15,2001,3
4001,45,4001,3
4001,50,2001,3
2001,13,2001,3
2001,105,2001,3
4001,23,4001,3
4001,27,6001,3
2001,55,2001,3
2001,76,2001,3
8001,30,4001,3
2001,16,2001,2
4001,58,4001,3
2001,130,2001,3
6001,43,4001,3
2001,11,6001,3
4001,48,8001,3
15000,113,15000,3
2001,17,2001,3
2001,31,4001,3
6001,101,8001,3
6001,51,6001,3
6001,33,8001,3
2001,11,2001,3
4001,24,4001,3
2001,93,2001,3
6001,65,8001,3
6001,73,6001,3
4001,34,6001,3
2001,22,2001,3
4001,18,4001,3
2001,17,2001,3
2001,21,2001,3
4001,34,2001,3
2001,89,4001,3
2001,8,2001,3
4001,18,4001,3
4001,6,4001,3
2001,54,2001,3
8001,26,2001,3
4001,46,2001,3
2001,43,2001,3
2001,18,2001,3
2001,26,4001,3
6001,93,6001,4
2001,14,4001,3
2001,438,3000,3
4001,158,4001,4
2001,5,2001,3
4001,25,4001,3
2001,8,2001,3
6001,26,8001,3
6001,10,6001,3
4001,30,4001,3
4001,27,2001,3
4001,10,4001,3
2001,68,2001,2
15000,186,15000,4
6001,36,6001,3
2001,7,4001,3
2001,16,4001,3
2001,14,2001,3
4001,13,4001,3
2001,47,4001,3
4001,13,6001,3
4001,19,6001,3
4001,65,6001,3
10001,66,15000,3
6001,176,10001,4
2001,18,4001,3
2001,16,4001,3
10001,426,10001,3
4001,36,6001,3
6001,127,8001,4
4001,5,4001,3
2001,26,2001,3
4001,14,6001,3
2001,25,4001,3
4001,25,4001,3
8001,38,8001,3
4001,50,6001,3
2001,43,2001,3
15000,204,10001,3
6001,30,10001,3
2001,10,6001,3
4001,47,2001,3
4001,61,4001,3
15000,116,15000,4
6001,84,6001,3
6001,112,4001,3
10001,31,8001,3
4001,46,2001,3
2001,7,2001,3
2001,7,2001,3
2001,24,2001,3
10001,48,10001,3
4001,7,2001,3
4001,75,2001,3
2001,8,2001,3
2001,20,2001,3
6001,79,8001,3
8001,50,4001,2
4001,25,4001,3
6001,55,10001,3
2001,202,2001,3
2001,23,2001,3
2001,4,2001,3
2001,12,2001,3
4001,16,4001,3
2001,12,2001,3
2001,10,2001,3
2001,32,2001,3
6001,156,6000,4
2001,36,2001,3
2001,51,2001,3
8001,27,8001,3
4001,30,4001,3
6001,80,8001,3
4001,37,6000,3
6001,75,6001,3
2001,4,2001,3
4001,51,6001,3
4001,30,4001,3
10001,55,6000,4
6001,66,6001,3
6001,139,6001,3
4001,3,2001,3
8001,82,6001,3
6001,69,4001,3
6001,54,6001,3
2001,24,4001,3
4001,19,4001,3
2001,17,2001,3
8001,77,15000,3
2001,4,2001,3
2001,1,4001,3
2001,12,2001,2
2001,39,2001,3
2001,16,2001,3
6001,27,4001,3
8001,165,6001,3
8001,58,10001,3
4001,31,2001,3
4001,29,2001,3
4001,22,4001,3
4001,25,4001,3
2001,33,2001,3
2001,16,4001,3
6001,40,4001,3
4001,31,4001,3
2001,15,2001,3
6001,9,4001,3
6001,65,6001,3
4001,28,3000,3
4001,72,4001,3
2001,7,2001,3
2001,10,2001,3
2001,95,4001,3
4001,59,2001,2
4001,57,4001,3
8001,62,8001,3
6001,60,8001,3
6001,86,8001,4
2001,78,4001,3
2001,27,6001,3
2001,44,2001,3
4001,49,4001,3
2001,45,4001,3
2001,39,2001,2
2001,6,2001,3
4001,4,2001,3
2001,55,3000,3
4001,33,2001,3
6001,48,6001,3
8001,65,6001,3
4001,24,4001,3
2001,5,2001,3
2001,87,2001,3
2001,20,3000,3
4001,178,4001,3
2001,21,3000,3
4001,48,4001,3
4001,10,2001,3
4001,51,6001,3
2001,29,4001,3
4001,102,6001,3
6001,52,6001,3
4001,33,4001,3
2001,105,2001,4
2001,25,2001,3
10001,132,15000,3
4001,13,2001,3
4001,39,4001,3
2001,85,2001,3
6001,56,4001,3
8001,102,8001,3
2001,4,2001,3
2001,29,2001,3
2001,27,2001,3
4001,53,4001,3
6001,141,6001,3
6001,34,10001,3
4001,39,2001,3
8001,111,10001,3
2001,6,2001,3
2001,74,2001,3
10001,73,6001,3
4001,85,6001,3
4001,37,2001,3
4001,113,4001,3
6001,73,8001,3
4001,60,4001,3
4001,29,2001,3
2001,13,4001,3
2001,8,2001,3
10001,72,15000,3
2001,5,2001,3
4001,11,3000,3
4001,15,2001,3
4001,132,6001,3
2001,7,2001,3
2001,5,2001,3
2001,334,2001,3
4001,6,4001,3
8001,105,8001,3
4001,43,4001,3
2001,67,4001,3
2001,5,4001,3
2001,2,2001,3
6001,67,6001,3
8001,18,8001,3
2001,7,2001,3
6001,21,6001,3
4001,5,4001,3
2001,12,2001,3
2001,6,2001,3
6001,66,10001,3
2001,18,2001,3
2001,36,4001,3
4001,32,3000,3
2001,9,2001,3
6001,24,10001,3
6001,78,6001,3
2001,19,2001,3
2001,129,2500,3
4001,32,2001,3
2001,177,6001,3
2001,88,4001,3
